timestamp,record_id_a,record_id_b,model_score,model_decision,reviewer_decision,final_decision,notes,lower_threshold,upper_threshold,given_name_sim,surname_sim,date_of_birth_exact,address_sim,suburb_sim,state_exact,postcode_exact,sex_exact
,rec-1666-org,rec-1666-dup-0,0.7892978786444774,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.4666666666666666,0.47222222222222215,1,1.0,1.0,1,1,
,rec-412-org,rec-412-dup-0,0.789027973111414,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.47222222222222215,0.47222222222222215,1,0.9923076923076923,1.0,1,1,
,rec-781-org,rec-781-dup-0,0.7884206856620214,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.4666666666666666,0.4666666666666666,1,1.0,1.0,1,1,
,rec-3028-org,rec-3028-dup-0,0.7880579444419824,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.4666666666666666,0.9666666666666667,1,0.8288888888888889,1.0,1,0,
,rec-1570-org,rec-1570-dup-0,0.787743993932698,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.46428571428571425,0.46428571428571425,1,1.0,1.0,1,1,
,rec-1211-org,rec-1211-dup-0,0.787743993932698,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.46428571428571425,0.46428571428571425,1,1.0,1.0,1,1,
,rec-4924-org,rec-4924-dup-0,0.7870009598769705,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.46428571428571425,0.46428571428571425,1,0.9941176470588236,1.0,1,1,
,rec-2477-org,rec-2477-dup-0,0.7855327097867169,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.43703703703703706,1.0,1,0.7968604108309991,1.0,1,0,
,rec-2272-org,rec-2272-dup-0,0.7853858257850561,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45598845598845594,0.45598845598845594,1,1.0,1.0,1,1,
,rec-2253-org,rec-2253-dup-0,0.7853154225041266,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.5499999999999999,0.44166666666666665,1,0.9233333333333333,1.0,1,1,
,rec-3776-org,rec-3776-dup-0,0.7852627909251793,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45555555555555555,0.45555555555555555,1,1.0,1.0,1,1,
,rec-2679-org,rec-2679-dup-0,0.7852627909251793,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45555555555555555,0.45555555555555555,1,1.0,1.0,1,1,
,rec-1842-org,rec-1842-dup-0,0.7845437205218984,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45598845598845594,0.45598845598845594,1,1.0,0.9866666666666667,1,1,
,rec-4273-org,rec-4273-dup-0,0.7845109112259312,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.48333333333333334,0.42857142857142855,1,1.0,1.0,1,1,
,rec-1780-org,rec-1780-dup-0,0.7844972406859447,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45555555555555555,0.45555555555555555,1,0.993939393939394,1.0,1,1,
,rec-2256-org,rec-2256-dup-0,0.7844703633554639,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.42857142857142855,1,0.9833333333333334,0.0,1,1,
,rec-524-org,rec-524-dup-0,0.7840940068961411,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.4666666666666666,0.4666666666666666,1,0.9657471264367816,1.0,1,1,
,rec-877-org,rec-877-dup-0,0.7840096580930991,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45555555555555555,0.44761904761904764,1,1.0,1.0,1,1,
,rec-2559-org,rec-2559-dup-0,0.7840096580930991,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45555555555555555,0.44761904761904764,1,1.0,1.0,1,1,
,rec-499-org,rec-499-dup-0,0.7838342194966077,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.4666666666666666,0.44761904761904764,1,1.0,0.975,1,1,
,rec-1931-org,rec-1931-dup-0,0.7834206856620213,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.45555555555555555,0.45555555555555555,1,0.99375,0.9833333333333333,1,1,
,rec-1715-org,rec-1715-dup-0,0.783007151827435,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.44761904761904764,0.44761904761904764,1,1.0,1.0,1,1,
,rec-1677-org,rec-1677-dup-0,0.7828943698725477,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.44722222222222224,0.44722222222222224,1,1.0,1.0,1,1,
,rec-1390-org,rec-1390-dup-0,0.7828127001810776,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.47222222222222215,0.47222222222222215,1,0.9431034482758621,1.0,1,1,
,rec-19-org,rec-19-dup-0,0.78267743619039,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.0,1.0,1,0.7656565656565657,1.0,0,1,
,rec-2988-org,rec-2988-dup-0,0.7822853473161566,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.44761904761904764,0.44761904761904764,1,0.9942857142857143,1.0,1,1,
,rec-1479-org,rec-1479-dup-0,0.782165046564277,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.44761904761904764,0.44761904761904764,1,0.9933333333333334,1.0,1,1,
,rec-2561-org,rec-2561-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-3379-org,rec-3379-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2062-org,rec-2062-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2082-org,rec-2082-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1700-org,rec-1700-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2697-org,rec-2697-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1843-org,rec-1843-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2580-org,rec-2580-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2918-org,rec-2918-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-324-org,rec-324-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-3240-org,rec-3240-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-3124-org,rec-3124-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1526-org,rec-1526-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1591-org,rec-1591-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2332-org,rec-2332-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-240-org,rec-240-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-253-org,rec-253-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2533-org,rec-2533-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2978-org,rec-2978-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-2692-org,rec-2692-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1408-org,rec-1408-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1796-org,rec-1796-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4057-org,rec-4057-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4573-org,rec-4573-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4771-org,rec-4771-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4851-org,rec-4851-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1290-org,rec-1290-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4515-org,rec-4515-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4953-org,rec-4953-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1302-org,rec-1302-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1309-org,rec-1309-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-5-org,rec-5-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4324-org,rec-4324-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-509-org,rec-509-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4721-org,rec-4721-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-1131-org,rec-1131-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-515-org,rec-515-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-3729-org,rec-3729-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-3638-org,rec-3638-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-11-org,rec-11-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-626-org,rec-626-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-652-org,rec-652-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-676-org,rec-676-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-735-org,rec-735-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-688-org,rec-688-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-680-org,rec-680-dup-0,0.7821052583361696,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,1.0,1.0,1,1,
,rec-4768-org,rec-4768-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-87-org,rec-87-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-2501-org,rec-2501-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-2241-org,rec-2241-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-2410-org,rec-2410-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-600-org,rec-600-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-2365-org,rec-2365-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-1168-org,rec-1168-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-1083-org,rec-1083-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-4761-org,rec-4761-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-1446-org,rec-1446-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-406-org,rec-406-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-2851-org,rec-2851-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-3566-org,rec-3566-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-3552-org,rec-3552-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-40-org,rec-40-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-3192-org,rec-3192-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-3185-org,rec-3185-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-1450-org,rec-1450-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-3042-org,rec-3042-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-4384-org,rec-4384-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-4605-org,rec-4605-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-4555-org,rec-4555-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-2633-org,rec-2633-dup-0,0.7821052563483136,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,1.0,1.0,1,1,
,rec-3083-org,rec-3083-dup-0,0.7821048961883372,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.44761904761904764,0.44761904761904764,1,0.9928571428571429,1.0,1,1,
,rec-2531-org,rec-2531-dup-0,0.782104896188337,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.4444444444444444,0.4444444444444444,1,1.0,1.0,1,1,
,rec-625-org,rec-625-dup-0,0.7816462163321981,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.5777777777777778,0.4365079365079365,1,0.8729560860595345,1.0,1,1,
,rec-2016-org,rec-2016-dup-0,0.7815690358760252,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,0.6333333333333333,0.6,1,1.0,1.0,1,0,
,rec-4556-org,rec-4556-dup-0,0.7815177410484361,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,0.0,1,0.9953488372093023,1.0,1,1,
,rec-1535-org,rec-1535-dup-0,0.7813622242804421,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,0.9941176470588236,1.0,1,1,
,rec-1441-org,rec-1441-dup-0,0.7813622242804421,Needs Human Review,Confirm Match,Match,Simulated using FEBRL true links,0.5,0.8,1.0,1.0,0,0.9941176470588236,1.0,1,1,
